geneID	Mapman ANN	description	At homolog	At Tair9 short description	RPKM-base	RPKM-1cm	RPKM+4 cm	RPKMtip	GeneName
GRMZM2G363540	misc.glutathione S transferases	glutathione S-transferase GSTU6, putative, expressed	AT1G59700.1	ATGSTU16 (GLUTATHIONE S-TRANSFERASE TAU 16); glutathione transferase	48.65576641	16.53526091	0.145110747	0.863423536	GSTU16
GRMZM2G363554	hormone metabolism.auxin.synthesis-degradation	indole-3-acetate beta-glucosyltransferase, putative, expressed	AT4G15550.1	IAGLU (INDOLE-3-ACETATE BETA-D-GLUCOSYLTRANSFERASE); UDP-glycosyltransferase/ transferase, transferring glycosyl groups	3.184483708	3.336202897	16.75225518	15.6348892	IAGLU
GRMZM2G363678	RNA.processing	fibrillarin-2, putative, expressed	AT5G52470.2	FIB1 (FIBRILLARIN 1); snoRNA binding	5.985608609	0.848177266	0.333124417	0.879970847	FIB1
GRMZM2G363982	signalling.unspecified	ADIPOR-like receptor CG5315, putative, expressed	AT2G24150.1	HHP3 (heptahelical protein 3); receptor	6.579687835	0.86604857	0.537538305	0.872292807	HHP3
GRMZM2G364060	transport.misc	SC3 protein, putative, expressed	AT1G32050.1	secretory carrier membrane protein (SCAMP) family protein	111.9725706	70.51214702	36.09103115	31.07917989	SCAMP5
GRMZM2G364069	stress.abiotic.heat	dnaJ protein, putative, expressed	AT3G44110.1	ATJ3; protein binding	250.540654	68.71774435	39.80636585	44.24556512	J3
GRMZM2G364287	protein assembly and cofactor ligation	cytochrome c biogenesis protein ccsA, putative, expressed	ATCG01040.1	0	0.321928931	1.230880393	2.380057332	2.584870114	YCF5
GRMZM2G364597	RNA.processing.splicing	CFM6, putative, expressed	AT3G25440.2	RNA binding	3.511191897	15.27724732	10.83337873	20.07916113	LOH1
GRMZM2G364748	cell wall.modification	xyloglucan endotransglycosylase/hydrolase protein 8 precursor, putative, expressed	AT5G57540.1	xyloglucan:xyloglucosyl transferase, putative / xyloglucan endotransglycosylase, putative / endo-xyloglucan transferase, putative	147.5136228	129.5205325	163.6470969	179.6039059	XTH13
GRMZM2G364901	tetrapyrrole synthesis.protoporphyrin IX oxidase	protoporphyrinogen oxidase, mitochondrial, putative, expressed	AT5G14220.1	HEMG2; electron carrier/ oxidoreductase/ protoporphyrinogen oxidase	7.742666269	14.66386424	3.04084212	4.480789941	HEMG2
GRMZM2G364988	TCA / org. transformation.TCA.aconitase	aconitate hydratase, cytoplasmic, putative, expressed	AT4G26970.1	aconitate hydratase/ copper ion binding	16.34940144	7.533190089	7.3920245	8.53622804	ACO2
GRMZM2G365035	protein.postranslational modification.kinase	CDPK-related protein kinase, putative, expressed	AT5G66210.2	CPK28; ATP binding / calcium ion binding / calmodulin-dependent protein kinase/ protein kinase/ protein serine/threonine kinase	11.11808046	15.59181442	7.002988154	6.871335564	CPK28
GRMZM2G365250	cell.organisation	villin-4, putative, expressed	AT4G30160.1	VLN4 (ARABIDOPSIS THALIANA VILLIN 4); actin binding	7.505744443	8.688951003	2.642113838	2.402957015	VLN4
GRMZM2G365374	stress.abiotic.heat	heat shock 70 kDa protein, mitochondrial precursor, putative, expressed	AT5G09590.1	MTHSC70-2 (MITOCHONDRIAL HSP70 2); ATP binding	95.77532187	30.15417293	21.41909185	27.19772505	MTHSC70-2
GRMZM2G365423	amino acid metabolism.synthesis.aspartate family.misc.homoserine.bifunctional aspartate kinase/homoserine dehydrogenase	bifunctional aspartokinase/homoserine dehydrogenase 1, chloroplast precursor, putative, expressed	AT4G19710.2	bifunctional aspartate kinase/homoserine dehydrogenase, putative / AK-HSDH, putative	9.021559532	18.4053292	4.667192811	2.975982801	AK-HSDH II
GRMZM2G365544	not assigned	secondary cell wall-related glycosyltransferase family 8, putative, expressed	AT3G18660.2	PGSIP1 (PLANT GLYCOGENIN-LIKE STARCH INITIATION PROTEIN 1); transferase, transferring glycosyl groups	15.94524798	42.61155724	15.36603362	4.092375484	PGSIP1
GRMZM2G365589	development.unspecified	argonaute-like protein, putative, expressed	AT1G69440.1	AGO7 (ARGONAUTE7); nucleic acid binding	0.827380122	0.200927052	0.762124216	1.847080189	AGO7
GRMZM2G366020	not assigned	expressed protein	AT1G64570.1	0	5.559729497	13.45131281	6.642021513	3.621764645	DUO3
GRMZM2G366146	transport.ABC transporters and multidrug resistance systems	ATPase, coupled to transmembrane movement of substances, putative, expressed	AT3G16340.1	PDR1; ATPase, coupled to transmembrane movement of substances	1.566920418	21.6556072	7.615455658	2.093837496	ABCG29
GRMZM2G366199	not assigned	alpha-N-arabinofuranosidase A precursor, putative, expressed	AT3G10740.1	ASD1 (ALPHA-L-ARABINOFURANOSIDASE 1); alpha-N-arabinofuranosidase/ hydrolase, acting on glycosyl bonds / xylan 1,4-beta-xylosidase	0	3.115498772	0.047628699	0	ASD1
GRMZM2G366313	protein.synthesis.ribosomal protein.prokaryotic.mitochondrion.30S subunit.S16	Ribosomal protein L16	ATMG00080.1	0	2.663412401	0.479221841	0.156305204	0.193521743	RPL16
GRMZM2G366373	RNA.regulation of transcription.Aux/IAA family	OsIAA12 - Auxin-responsive Aux/IAA gene family member, expressed	AT1G04240.1	SHY2 (SHORT HYPOCOTYL 2); transcription factor	28.96966371	1.942758363	0.447801191	0.135157716	SHY2
GRMZM2G366532	stress.abiotic.heat	heat shock cognate 70 kDa protein, putative, expressed	AT5G02500.1	HSC70-1 (HEAT SHOCK COGNATE PROTEIN 70-1); ATP binding	10.56092655	3.873874093	1.646158948	4.270937224	HSC70-1
GRMZM2G366688	protein.glycosylation	dolichol-phosphate mannosyltransferase, putative, expressed	AT1G20575.1	dolichyl-phosphate beta-D-mannosyltransferase, putative / dolichol-phosphate mannosyltransferase, putative / mannose-P-dolichol synthase, putative	20.58202817	4.520417813	3.149287834	5.110521613	DPMS1
GRMZM2G366698	DNA.synthesis/chromatin structure	inositol 1,4,5-trisphosphate 5-phosphatase, putative, expressed	AT1G65580.1	FRA3 (FRAGILE FIBER3); inositol or phosphatidylinositol phosphatase	5.96891094	3.852792094	1.892916983	2.108413198	FRA3
GRMZM2G366792	not assigned	expressed protein	AT5G51200.1	unknown protein	3.816159615	1.748294352	0.906464429	1.300422228	EMB3142
GRMZM2G366873	hormone metabolism.auxin.induced-regulated-responsive-activated	indole-3-acetic acid-amido synthetase GH3.4, putative, expressed	AT5G54510.1	DFL1 (DWARF IN LIGHT 1); indole-3-acetic acid amido synthetase	2.457596994	0	0	0	DFL1
GRMZM2G367267	cell wall.cellulose synthesis.cellulose synthase	CSLF3 - cellulose synthase-like family F; beta1,3;1,4 glucan synthase, expressed	AT3G03050.1	CSLD3 (CELLULOSE SYNTHASE-LIKE D3); cellulose synthase/ transferase, transferring glycosyl groups	0	0.030585479	1.152586008	0.022004287	CSLD3
GRMZM2G367650	hormone metabolism.brassinosteroid.induced-regulated-responsive-activated	RING zinc finger protein-like, putative, expressed	AT3G61460.1	BRH1 (BRASSINOSTEROID-RESPONSIVE RING-H2); protein binding / zinc ion binding	10.28370602	7.902502946	1.178454551	0.439321961	BRH1
GRMZM2G367668	secondary metabolism.simple phenols	laccase, putative	AT2G29130.1	LAC2 (laccase 2); laccase	0.471522055	11.0824232	0	0	LAC2
GRMZM2G367678	not assigned	expressed protein	AT3G48250.1	pentatricopeptide (PPR) repeat-containing protein	5.883996649	1.227806611	0.244013837	0.639651276	BIR6
GRMZM2G367701	protein.degradation.cysteine protease	xylem cysteine proteinase 2 precursor, putative, expressed	AT1G20850.1	XCP2 (xylem cysteine peptidase 2); cysteine-type peptidase/ peptidase	18.96103406	206.1367246	0.233239639	0.132471752	XCP2
GRMZM2G367768	secondary metabolism.phenylpropanoids	dihydroflavonol-4-reductase, putative, expressed	AT2G33590.1	cinnamoyl-CoA reductase family	15.94124531	2.915530194	0.493971623	0.464387163	CRL1
GRMZM2G367886	RNA.regulation of transcription.HDA	histone deacetylase, putative, expressed	AT4G38130.2	HD1 (HISTONE DEACETYLASE 1); basal transcription repressor/ histone deacetylase/ protein binding	4.059317423	0.553549378	0.581017759	0.768769848	HD1
GRMZM2G368312	protein.targeting.chloroplast	inner membrane protein ALBINO3, chloroplast precursor, putative, expressed	AT2G28800.1	ALB3 (ALBINO 3); P-P-bond-hydrolysis-driven protein transmembrane transporter	32.39198597	159.6551181	159.1405058	174.7768271	ALB3
GRMZM2G368398	transport.peptides and oligopeptides	transposon protein, putative, unclassified, expressed	AT1G65730.1	YSL7 (YELLOW STRIPE LIKE 7); oligopeptide transporter	2.901329444	11.1913554	1.49968039	0.477481108	YSL7
GRMZM2G368698	misc.invertase/pectin methylesterase inhibitor family protein	c/VIF2, putative, expressed	AT5G64620.1	C/VIF2 (CELL WALL / VACUOLAR INHIBITOR OF FRUCTOSIDASE 2); enzyme inhibitor/ pectinesterase/ pectinesterase inhibitor	69.82407261	6.308255017	0.298316378	0.060511788	C/VIF2
GRMZM2G368765	protein.degradation.ubiquitin.E3.RING	zinc finger, C3HC4 type family protein, expressed	AT3G60220.1	ATL4; protein binding / zinc ion binding	7.22798346	0.741301678	0.907701001	0.177772973	ATL4
GRMZM2G368799	minor CHO metabolism.myo-inositol.InsP-Kinases	inositol hexaphosphate kinase, putative, expressed	AT5G61760.1	ATIPK2BETA; inositol or phosphatidylinositol kinase/ inositol trisphosphate 6-kinase	6.039626283	1.16460961	0.984197157	1.305300444	IPK2BETA
GRMZM2G368827	development.unspecified	MTN3, putative, expressed	AT5G50790.1	nodulin MtN3 family protein	5.488202013	0	0	0	SWEET10
GRMZM2G368886	cell wall.modification	alpha-expansin 6 precursor, putative, expressed	AT2G37640.1	EXP3	26.98882128	1.108072647	0.729207285	0.759818917	EXP3
GRMZM2G368908	protein.degradation.ubiquitin.proteasom	expressed protein	AT5G05780.1	RPN8A (RP NON-ATPASE SUBUNIT 8A)	60.89436585	20.53548136	10.92999745	15.50304641	RPN8A
GRMZM2G369047	protein.targeting.secretory pathway.vacuole	VCL1, putative, expressed	AT2G38020.2	VCL1 (VACUOLELESS 1)	13.85570789	6.673177932	5.52253669	4.160799654	VCL1
GRMZM2G369130	DNA.synthesis/chromatin structure	type I inositol-1,4,5-trisphosphate 5-phosphatase CVP2, putative, expressed	AT2G32010.1	endonuclease/exonuclease/phosphatase family protein	8.914425241	7.304890115	1.548879633	0.645164071	CVL1
GRMZM2G370048	cell wall.precursor synthesis.UXS	UDP-glucuronic acid decarboxylase 1, putative, expressed	AT3G53520.1	UXS1 (UDP-GLUCURONIC ACID DECARBOXYLASE 1); UDP-glucuronate decarboxylase/ catalytic	8.17248524	3.936701996	1.943636635	1.018533292	UXS1
GRMZM2G370081	not assigned	expressed protein	AT1G74160.1	unknown protein	9.955552438	2.498848052	0.534494172	0.016814596	TRM4
GRMZM2G370205	not assigned	membrane protein, putative, expressed	AT2G29050.2	ATRBL1 (Arabidopsis thaliana Rhomboid-like 1)	1.656663193	11.65201252	13.07013725	11.05665661	RBL1
GRMZM2G370332	RNA.regulation of transcription.HB,Homeobox transcription factor family	homeobox protein knotted-1-like 3, putative, expressed	AT5G25220.2	KNAT3 (KNOTTED1-LIKE HOMEOBOX GENE 3); transcription activator/ transcription factor	10.62227785	26.1485353	15.71484933	16.49895463	KNAT3
GRMZM2G370425	RNA.regulation of transcription.G2-like transcription factor family, GARP	myb-like DNA-binding domain, SHAQKYF class family protein, expressed	AT5G42630.2	ATS (ABERRANT TESTA SHAPE); DNA binding / transcription factor	1.113177224	3.822878391	0.121060254	0.078580438	ATS
GRMZM2G370473	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S19	Ribosomal protein S19	AT5G47320.1	RPS19 (RIBOSOMAL PROTEIN S19); RNA binding	1.83473607	0.370490343	0.231711369	0.635123379	RPS19
GRMZM2G370745	misc.cytochrome P450	cytochrome P450 72A1, putative, expressed	AT3G14680.1	CYP72A14; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding	3.290858972	3.351514843	15.52266562	11.09105289	CYP72A14
GRMZM2G370777	RNA.regulation of transcription.MADS box transcription factor family	MADS-box transcription factor 22, putative, expressed	AT2G22540.1	SVP (SHORT VEGETATIVE PHASE); transcription factor/ translation repressor, nucleic acid binding	48.98234495	44.67636887	37.17526007	18.30572381	SVP
GRMZM2G371062	protein.synthesis.elongation	elongation factor G, chloroplast precursor, putative, expressed	AT1G62750.1	SCO1 (SNOWY COTYLEDON 1); ATP binding / translation elongation factor/ translation factor, nucleic acid binding	29.95803747	236.4706942	185.1282941	440.9220845	SCO1
GRMZM2G371210	DNA.synthesis/chromatin structure	inositol-1, 4, 5-trisphosphate 5-Phosphatase-like protein, putative	AT1G05470.1	CVP2 (COTYLEDON VASCULAR PATTERN 2); hydrolase/ inositol trisphosphate phosphatase	3.012778607	0.273001954	0.024206661	0	CVP2
GRMZM2G371606	cell.organisation	submergence induced protein SI397, putative, expressed	AT1G52080.1	AR791; actin binding	0.649172694	1.656119681	3.402863668	4.14723797	AR791
GRMZM2G371721	stress.abiotic.heat	AT hook-containing MAR binding 1-like protein, putative, expressed	AT5G64360.1	DNAJ heat shock N-terminal domain-containing protein	9.046240164	4.127806523	1.962519467	2.2551724	EIP9
GRMZM2G371793	development.storage proteins	stem 28 kDa glycoprotein precursor, putative	AT5G24780.1	VSP1 (VEGETATIVE STORAGE PROTEIN 1); acid phosphatase/ transcription factor binding	0.541047501	13.7231582	16.10333119	9.032681025	VSP1
GRMZM2G372102	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	36.4 kDa proline-rich protein, putative	AT1G12090.1	ELP (EXTENSIN-LIKE PROTEIN); lipid binding	146.0828254	5.298934214	0	0.07780087	ELP
GRMZM2G372297	protein.postranslational modification	protein phosphatase 2C PPH1, putative, expressed	AT4G27800.1	protein phosphatase 2C PPH1 / PP2C PPH1 (PPH1)	11.31625098	77.02535779	200.5826796	205.8424065	TAP38
GRMZM2G372398	not assigned	sel-1 homolog precursor, putative, expressed	AT1G18260.1	suppressor of lin-12-like protein-related / sel-1 protein-related	23.91283963	13.73461486	7.129974686	6.519499133	EBS5
GRMZM2G372632	not assigned	PGR3, putative, expressed	AT4G31850.1	PGR3 (PROTON GRADIENT REGULATION 3)	2.576266882	9.05483991	5.900420462	1.932085098	PGR3
GRMZM2G373040	not assigned	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase 4, putative, expressed	AT5G43850.1	ARD4; acireductone dioxygenase [iron(II)-requiring]/ metal ion binding	1.537021302	0.4894966	0.078758659	0.109588861	ARD4
GRMZM2G373124	misc.UDP glucosyl and glucoronyl transferases	cytokinin-O-glucosyltransferase 2, putative, expressed	AT1G22360.1	AtUGT85A2 (UDP-glucosyl transferase 85A2); UDP-glycosyltransferase/ glucuronosyltransferase/ transferase, transferring glycosyl groups	11.72626008	30.41127462	20.62185661	20.522824	UGT85A2
GRMZM2G373341	protein.targeting.chloroplast	ATTOC132/TOC132, putative, expressed	AT3G16620.1	ATTOC120; GTP binding	4.794350031	1.810024717	1.192952156	1.901016737	TOC120
GRMZM2G373435	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII	protein kinase APK1A, chloroplast precursor, putative, expressed	AT2G05940.1	protein kinase, putative	1.13813516	6.751079028	5.447459345	1.731079745	RIPK
GRMZM2G373522	stress.abiotic.unspecified	dehydrin COR410, putative, expressed	AT1G20440.1	COR47 (COLD-REGULATED 47)	107.5032657	24.3576799	10.49139763	10.51860879	COR47
GRMZM2G373717	not assigned	transmembrane protein 34, putative, expressed	AT4G38360.2	unknown protein	6.92938862	3.462517517	3.552614519	2.149427912	LAZ1
GRMZM2G373859	not assigned	GDU1, putative, expressed	AT5G57685.1	AtGDU3 (Arabidopsis thaliana GLUTAMINE DUMPER 3)	4.01385712	6.73427736	4.925272274	12.96082492	GDU3
GRMZM2G374088	signalling.MAP kinases	OsMPK17-2 - putative MAPK based on amino acid sequence homology, expressed	AT3G18040.1	MPK9 (MAP KINASE 9); MAP kinase	5.349035979	2.359618683	0.403012936	0.361782329	MPK9
GRMZM2G374263	PS.lightreaction.photosystem II.PSII polypeptide subunits	Ycf9	ATCG00300.1	0	0.725115208	1.444859824	2.286469827	11.3188235	YCF9
GRMZM2G374302	polyamine metabolism.synthesis.arginine decarboxylase	arginine decarboxylase, putative, expressed	AT2G16500.1	ADC1 (ARGININE DECARBOXYLASE 1); arginine decarboxylase	0.103197071	4.343929722	74.90230455	30.18334576	ADC1
GRMZM2G374574	protein.degradation.ubiquitin.E3.HECT	thyroid receptor-interacting protein 12, putative, expressed	AT4G38600.1	KAK (KAKTUS); ubiquitin-protein ligase	8.658659776	16.48838729	13.13696998	8.476624684	KAK
GRMZM2G374812	transport.sugars	hexose carrier protein HEX6, putative, expressed	AT1G11260.1	STP1 (SUGAR TRANSPORTER 1); carbohydrate transmembrane transporter/ sugar:hydrogen symporter	16.14744871	32.29283064	25.49924681	42.89743322	STP1
GRMZM2G375064	N-metabolism.ammonia metabolism.glutamate synthase.NADH dependent	glutamate synthase, chloroplast precursor, putative, expressed	AT5G53460.1	GLT1; glutamate synthase (NADH)	0.354837184	0.996355219	0.202071025	0.361635665	GLT1
GRMZM2G375153	protein.degradation.ubiquitin.E3.RING	RING-H2 finger protein ATL3J, putative, expressed	AT3G60220.1	ATL4; protein binding / zinc ion binding	6.872858996	0.59204888	0.126222139	0.0469788	ATL4
GRMZM2G375504	amino acid metabolism.synthesis.glutamate family.proline.delta 1-pyrroline-5-carboxylate synthetase	delta 1-pyrroline-5-carboxylate synthetase, putative, expressed	AT2G39800.2	P5CS1 (DELTA1-PYRROLINE-5-CARBOXYLATE SYNTHASE 1); delta1-pyrroline-5-carboxylate synthetase	58.52812068	12.6923485	4.472273441	4.701063849	P5CS1
GRMZM2G375517	stress.abiotic.heat	22.0 kDa class IV heat shock protein precursor, putative, expressed	AT4G10250.1	ATHSP22.0	3.439216676	5.884910328	0.361250232	0.130271224	ATHSP22.0
GRMZM2G375675	RNA.regulation of transcription.NIN-like bZIP-related family	NIN-like protein 1, putative, expressed	AT4G24020.1	NLP7 (NIN LIKE PROTEIN 7); transcription factor	11.75943366	19.02930185	23.84639915	26.78554292	NLP7
GRMZM2G375807	transport.ABC transporters and multidrug resistance systems	PXA1, putative, expressed	AT4G39850.1	PXA1 (PEROXISOMAL ABC TRANSPORTER 1); ATPase, coupled to transmembrane movement of substances	2.191258988	10.03744445	15.89770833	14.41551261	ABCD1
GRMZM2G375975	signalling.MAP kinases	OsMPK21-2 - putative MAPK based on amino acid sequence homology, expressed	AT3G18040.1	MPK9 (MAP KINASE 9); MAP kinase	0	0.935947167	0	0	MPK9
GRMZM2G376085	protein.degradation.ubiquitin.E3.RING	armadillo-repeat containing protein, putative, expressed	AT2G23140.1	binding / ubiquitin-protein ligase	0.524924811	2.294578582	0.276299265	0.142661887	PUB4
GRMZM2G376416	misc.gluco-, galacto- and mannosidases	cyanogenic beta-glucosidase precursor, putative, expressed	AT1G02850.2	BGLU11 (BETA GLUCOSIDASE 11); hydrolase, hydrolyzing O-glycosyl compounds	0.976230993	58.33483993	126.6148556	176.1767205	BGLU11
GRMZM2G376548	hormone metabolism.abscisic acid.induced-regulated-responsive-activated	protein HVA22, putative, expressed	AT4G24960.1	ATHVA22D	12.57291337	0.667387633	0.197254095	0	HVA22D
GRMZM2G376595	lipid metabolism.exotics (steroids, squalene etc).phosphatidylcholinesterol O-acyltransferase	sterol esterification protein, putative	AT1G04010.1	phosphatidate-sterol O-acyltransferase/ phosphatidylcholine-sterol O-acyltransferase/ phosphatidylethanolamine-sterol O-acyltransferase	1.049969938	8.173713847	1.817810486	1.203697156	PSAT1
GRMZM2G376661	hormone metabolism.jasmonate.synthesis-degradation.allene oxidase synthase	cytochrome P450 74A1, chloroplast precursor, putative, expressed	AT5G42650.1	AOS (ALLENE OXIDE SYNTHASE); allene oxide synthase/ hydro-lyase/ oxygen binding	5.699142819	2.931992949	1.072618878	0.326269307	AOS
GRMZM2G376731	protein.targeting.nucleus	transportin-2, putative, expressed	AT2G16950.2	TRN1 (TRANSPORTIN 1); protein transporter	24.38333423	19.25501967	7.541840988	10.47788291	TRN1
GRMZM2G376918	protein.postranslational modification	peptide methionine sulfoxide reductase, putative, expressed	AT2G18030.2	peptide methionine sulfoxide reductase family protein	8.719038872	7.205025658	0.791588489	0.362697582	MSRA5
GRMZM2G376930	protein.degradation	ATP-dependent Clp protease proteolytic subunit, putative	ATCG00670.1	0	34.7577832	4.066723072	5.416442592	28.06694982	PCLPP
GRMZM2G377115	misc.ABC1k family	ubiquinone biosynthesis protein ubiB, putative, expressed	AT4G31390.1	ABC1 family protein	4.595919399	29.41800077	109.3478588	139.3336339	ACDO1
GRMZM2G377215	metal handling	COBRA-like protein 7 precursor, putative, expressed	AT4G16120.1	COBL7 (COBRA-LIKE 7)	11.58298876	5.14875459	2.464981632	2.453686035	COBL7
GRMZM2G377341	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation	acetyl-coenzyme A carboxylase ACC1A, putative, expressed	AT1G36160.1	ACC1 (ACETYL-COENZYME A CARBOXYLASE 1); acetyl-CoA carboxylase	20.58513612	294.1966047	189.5286209	43.37167854	ACC1
GRMZM2G377539	not assigned	ATATH13, putative, expressed	AT5G64940.2	ATATH13; transporter	3.891739864	14.38494061	19.3361332	15.60410306	ATH13
GRMZM2G377600	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S27	40S ribosomal protein S27, putative, expressed	AT3G61110.1	ARS27A (ARABIDOPSIS RIBOSOMAL PROTEIN S27); structural constituent of ribosome	143.1991421	69.5133085	17.47718775	57.01982665	RS27A
GRMZM2G377609	tetrapyrrole synthesis.uroporphyrinogen decarboxylase	uroporphyrinogen decarboxylase, chloroplast precursor, putative, expressed	AT3G14930.2	HEME1; uroporphyrinogen decarboxylase	7.629977747	12.19439808	6.210765965	3.518894046	HEME1
GRMZM2G377761	RNA.processing	polynucleotide phosphorylase, putative, expressed	AT3G03710.1	RIF10 (resistant to inhibition with FSM 10); 3'-5'-exoribonuclease/ RNA binding / nucleic acid binding / polyribonucleotide nucleotidyltransferase	16.70128447	51.58704829	21.10102141	12.84272647	RIF10
GRMZM2G377780	protein.degradation.subtilases	subtilisin-like protease precursor, putative, expressed	AT4G26330.1	UNE17 (UNFERTILIZED EMBRYO SAC 17); identical protein binding / serine-type endopeptidase	6.234316242	0.983784146	3.056799422	2.758486144	UNE17
GRMZM2G377855	PS.lightreaction.photosystem I.PSI polypeptide subunits	photosystem I reaction center subunit V, chloroplast precursor, putative, expressed	AT1G55670.1	PSAG (PHOTOSYSTEM I SUBUNIT G)	169.1506722	954.3309177	1754.427421	1281.867382	PSAG
GRMZM2G378121	not assigned	got1-like family protein, expressed	AT5G43070.1	WPP1 (WPP domain protein 1)	56.01305396	25.72251032	30.50113094	23.86880804	WPP1
GRMZM2G378580	RNA.regulation of transcription.ARF, Auxin Response Factor family	auxin response factor 2, putative, expressed	AT5G62000.3	ARF2 (AUXIN RESPONSE FACTOR 2); protein binding / transcription factor	36.30302446	12.30342219	23.1877308	50.9775387	ARF2
GRMZM2G378665	RNA.regulation of transcription.E2F/DP transcription factor family	transcription regulator of the cell cycle TaE2Fe, putative, expressed	AT3G48160.2	DEL1 (DP-E2F-LIKE 1); DNA binding / transcription factor	3.248198527	0.182159648	0	0	DEL1
GRMZM2G378907	protein.degradation.ubiquitin.E3.SCF.FBOX	tubby protein, putative, expressed	AT2G47900.2	AtTLP3 (TUBBY LIKE PROTEIN 3); phosphoric diester hydrolase/ transcription factor	13.4800138	25.71259945	20.12422521	16.13641602	TLP3
GRMZM2G379035	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	lipid-transfer protein, putative, expressed	AT3G43720.2	protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	414.5279084	74.84484907	0.397864325	0.51650896	LTPG2
GRMZM2G379044	misc.alcohol dehydrogenases	alcohol dehydrogenase class 3, putative, expressed	AT5G43940.1	HOT5 (sensitive to hot temperatures 5); S-(hydroxymethyl)glutathione dehydrogenase/ S-nitrosoglutathione reductase	133.3576218	76.35599021	57.2869915	108.7270085	HOT5
GRMZM2G379286	not assigned	metallo-beta-lactamase superfamily protein, expressed	AT3G16260.1	TRZ4 (TRNASE Z 4); 3'-tRNA processing endoribonuclease/ catalytic	9.927251269	10.72259306	3.737645837	3.433269699	TRZ4
GRMZM2G379540	not assigned	membrane protein, putative, expressed	AT1G63120.1	ATRBL2 (Arabidopsis thaliana Rhomboid-like 2); serine-type endopeptidase	0.929977289	14.45392	6.986536619	6.1381018	RBL2
GRMZM2G379563	not assigned	senescence-inducible chloroplast stay-green protein 1, putative, expressed	AT4G22920.1	NYE1 (NON-YELLOWING 1)	3.624695277	0.519529079	0.258247887	0.317136303	NYE1
GRMZM2G379577	misc.UDP glucosyl and glucoronyl transferases	transferase, transferring glycosyl groups, putative, expressed	AT3G61130.1	GAUT1 (GALACTURONOSYLTRANSFERASE 1); polygalacturonate 4-alpha-galacturonosyltransferase/ transferase, transferring glycosyl groups	2.985402566	0.799839127	0.309010739	0.106866101	GAUT1
GRMZM2G379746	cell.organisation	kinesin like protein, putative, expressed	AT3G19050.1	POK2 (PHRAGMOPLAST ORIENTING KINESIN 2); ATP binding / microtubule motor	2.474278106	0	0.035877694	0.116441391	POK2
GRMZM2G379758	protein.synthesis.initiation	eukaryotic translation initiation factor 3 subunit 8, putative, expressed	AT3G56150.1	EIF3C (EUKARYOTIC TRANSLATION INITIATION FACTOR 3C); translation initiation factor	39.89646028	22.79769186	10.41904441	12.5172989	EIF3C
GRMZM2G380088	nucleotide metabolism.degradation	CDA1, putative, expressed	AT2G19570.1	CDA1 (CYTIDINE DEAMINASE 1); cytidine deaminase	25.63924443	12.85489567	6.76025147	4.836961993	CDA1
GRMZM2G380184	protein.degradation.ubiquitin.E3.BTB/POZ Cullin3.Cullin3	cullin-4B, putative, expressed	AT1G26830.1	ATCUL3 (ARABIDOPSIS THALIANA CULLIN 3); protein binding / ubiquitin-protein ligase	10.84663266	11.04403773	5.613168414	5.711901068	CUL3
GRMZM2G380432	signalling.in sugar and nutrient physiology	phi-1-like phosphate-induced protein, putative, expressed	AT1G35140.1	PHI-1 (PHOSPHATE-INDUCED 1)	1.249722444	11.97813108	1.600643319	0.139460481	PHI-1
GRMZM2G380515	RNA.regulation of transcription.C2H2 zinc finger family	zinc finger X-linked protein ZXDA, putative, expressed	AT1G72050.2	TFIIIA (TRANSCRIPTION FACTOR IIIA); 5S rDNA binding / 5S rRNA binding / nucleic acid binding / transcription factor/ zinc ion binding	10.0286027	5.831752511	2.360213735	4.688232927	TFIIIA
GRMZM2G380650	secondary metabolism.flavonoids.chalcones	chalcone synthase G, putative, expressed	AT1G02050.1	chalcone and stilbene synthase family protein	17.70491611	3.031643821	1.057617701	2.440298783	LAP6
GRMZM2G380665	not assigned	expressed protein	AT1G61870.1	PPR336 (pentatricopeptide repeat 336)	34.41385123	5.930286973	2.044891987	4.793183877	PPR336
GRMZM2G381051	amino acid metabolism.degradation.branched-chain group.leucine	isovaleryl-CoA dehydrogenase, mitochondrial precursor, putative, expressed	AT3G45300.1	IVD (ISOVALERYL-COA-DEHYDROGENASE); ATP binding / isovaleryl-CoA dehydrogenase	14.68983749	20.3009851	8.600518769	6.766530458	IVD
GRMZM2G381370	cell.vesicle transport	novel plant SNARE 11, putative, expressed	AT2G35190.1	NPSN11 (NOVEL PLANT SNARE 11); SNAP receptor/ protein transporter	10.71155529	3.257614263	0.845129127	1.106776109	NPSN11
GRMZM2G381453	transport.misc	transporter-like protein, putative, expressed	AT3G13050.1	transporter-related	9.505030234	4.555146937	2.019489146	0.740917589	NiaP
